index_of_pixel,label,source_of_pixel
[48 31 52],1.0,10
[38 24 35],2.0,8
[26 17 36],1.0,6
[42 21 22],1.0,8
[30 35 27],1.0,9
[61 79 55],1.0,3
[24 34 37],1.0,4
[73 34 52],1.0,10
[30 40 35],2.0,7
[13 39 24],2.0,7
[10 42 28],2.0,7
[47 39 42],2.0,3
[40 19 27],2.0,8
[37 27 20],1.0,8
[45 55 39],2.0,10
[30 45 41],2.0,1
[39 54 34],2.0,1
[37 14 43],2.0,2
[43 43 28],1.0,10
[76 28 36],2.0,3
[33 38 21],1.0,8
[20 34 24],2.0,7
[53 54 54],1.0,1
[66 45 35],1.0,3
[50 48 49],1.0,3
[44 50 39],1.0,4
[55 78 31],1.0,3
[27 48 33],1.0,4
[68 49 48],1.0,3
[50 62 33],1.0,3
[62 44 47],1.0,10
[17 29 27],1.0,6
[46 74 59],1.0,3
[52 28 22],1.0,2
[34 29 23],1.0,8
[78 71 55],1.0,3
[28 31 33],2.0,4
[25 45 40],2.0,1
[53 25 20],1.0,5
[24 45 35],2.0,7
[45 45 47],2.0,10
[27 43 44],2.0,1
[16 46 32],2.0,7
[59 78 24],1.0,3
[21 34 38],1.0,4
[44 51 23],1.0,3
[50 60 27],1.0,10
[69 32 38],2.0,3
[14 48 33],2.0,7
[28 59 49],1.0,3
[42 35 22],1.0,8
[45 34 28],1.0,9
[55 49 23],1.0,3
[53 45 42],2.0,10
[43 60 39],2.0,10
[46 22 34],1.0,8
[41 52 36],2.0,1
[46 47 39],2.0,10
[42 34 18],1.0,8
[25 34 26],2.0,7
[44 26 43],2.0,2
[70 26 51],2.0,3
[58 57 38],1.0,2
[36 22 25],1.0,8
[29 56 44],2.0,1
[17 35 28],2.0,7
[36 39 20],1.0,8
[79 62 49],1.0,3
[49 45 53],2.0,10
[46 55 53],2.0,10
[33 37 19],1.0,8
[25 25 23],1.0,8
[27 35 30],2.0,4
[28 44 38],1.0,8
[63 29 59],1.0,1
[12 39 20],2.0,7
[37 43 36],2.0,8
[38 45 25],2.0,8
[24 22 38],1.0,6
[76 31 34],1.0,3
[32 19 37],2.0,8
[24 48 38],1.0,7
[53 45 29],1.0,3
[23  6 14],1.0,0
[72 45 59],1.0,3
[56 67 44],1.0,10
[28 21 20],1.0,7
[48 24 28],1.0,1
[68 82 41],1.0,3
[52 45 44],2.0,10
[45 56 49],2.0,1
[60 39 39],1.0,2
[38 48 29],1.0,10
[29 36 35],2.0,7
[59 33 25],1.0,3
[36 20 20],1.0,8
[57 70 43],1.0,3
[54 64 32],1.0,3
[37 32 22],1.0,8
[31 19 27],1.0,8
[32 51 37],1.0,8
[46 42 52],1.0,9
[13 40 21],2.0,7
[25 23 28],1.0,8
[70 20 47],1.0,3
[37 20 27],2.0,8
[40 23 29],2.0,8
[26 25 39],1.0,6
[77 29 34],1.0,3
[37 16 32],2.0,8
[27 22 34],1.0,4
[25 54 49],1.0,1
[50 40 49],2.0,10
[41 45 50],1.0,1
[42 33 27],1.0,10
[42 38 30],2.0,8
[36 51 56],1.0,1
[32 47 56],1.0,1
[35 27 46],1.0,2
[63 59 46],1.0,10
[43 21 30],2.0,8
[37 50 57],1.0,1
[31 49 31],2.0,8
[31 44 37],2.0,8
[43 50 50],2.0,1
[42 19 40],2.0,2
[37 41 23],1.0,8
[72 56 51],1.0,3
[59 15 32],1.0,2
[20 39 24],2.0,7
[56 29 24],1.0,2
[53 36 37],1.0,2
[50 17 49],1.0,1
[12 42 38],1.0,6
[38 53 57],1.0,1
[32 28 45],1.0,2
[37 44 30],2.0,8
[38 25 39],2.0,8
[34 51 59],1.0,1
[32 48 28],2.0,8
[42 23 28],2.0,8
[44 22 27],2.0,8
[31 48 32],2.0,8
[77 29 39],2.0,3
[34 40 24],1.0,8
[75 35 43],2.0,3
[25 26 38],1.0,4
[46 39 43],1.0,1
[38 41 33],2.0,8
[50 48 59],1.0,9
[48 55 26],1.0,2
[78 30 37],2.0,3
[39 42 28],2.0,8
[35 48 37],2.0,1
[31 18 26],1.0,8
[35 43 45],2.0,1
[34 42 24],1.0,8
[20 37 33],1.0,4
[48 40 44],1.0,1
[39 28 26],2.0,8
[38 36 28],1.0,8
[72 68 30],1.0,3
[29 46 28],2.0,8
[40 37 29],2.0,8
[77 30 38],2.0,3
[39 29 28],1.0,8
[36 19 36],2.0,8
[68 68 26],1.0,3
[30 18 27],1.0,8
[37 35 25],1.0,8
[46 40 43],1.0,1
[30 52 32],1.0,8
[30 42 33],1.0,9
[15 34 29],2.0,7
[62 35 41],2.0,3
[24 51 43],1.0,1
[46 36 35],2.0,5
[28 24 37],1.0,4
[43 40 25],1.0,5
[49 45 48],2.0,10
[52 36 36],2.0,5
[55 48 34],1.0,10
[33 29 45],1.0,6
[44 43 37],2.0,10
[31 43 42],1.0,9
[28 40 28],2.0,7
[53 41 46],2.0,3
[26 41 38],1.0,7
[46 30 37],2.0,8
[25 35 37],1.0,4
[16 24 21],1.0,7
[77 32 47],2.0,3
[54 39 30],1.0,3
[27 43 29],2.0,7
[53 40 40],2.0,3
[24 28 38],1.0,4
[39 27 28],1.0,5
[51 50 33],2.0,10
[39 24 32],2.0,5
[46 35 24],1.0,5
[45 35 43],2.0,3
[22 45 39],1.0,7
[43 40 22],1.0,5
[21 45 29],2.0,7
[57 47 30],1.0,10
[22 24 42],1.0,6
[25 50 42],2.0,1
[36 48 37],1.0,3
[30 55 44],2.0,1
[12 29 30],2.0,7
[45 50 36],1.0,5
[52 53 42],2.0,10
[50 35 42],2.0,3
[51 35 40],2.0,3
[78 42 39],1.0,3
[21 43 27],2.0,7
[45 18 37],1.0,8
[45 57 45],2.0,1
[47 64 47],2.0,10
[48 31 21],1.0,5
[54 34 38],2.0,3
[46 58 30],1.0,10
[35 43 27],1.0,9
[41 11 41],2.0,2
[49 36 35],2.0,5
[51 33 27],1.0,5
[13 40 23],1.0,6
[54 46 38],2.0,10
[50 74 45],1.0,3
[29 39 35],2.0,7
[45 36 46],2.0,3
[37 41 50],1.0,1
[ 8 32 32],1.0,7
[46 42 40],2.0,10
[16 38 35],1.0,6
[55 26 35],1.0,9
[25 44 44],2.0,1
[ 8 32 30],2.0,7
[53 52 26],1.0,10
[19 44 28],2.0,7
[25 48 30],1.0,8
[48 49 41],2.0,10
[39 58 35],2.0,10
[42 39 51],1.0,1
[50 26 38],2.0,5
[43 48 32],1.0,3
[19 33 35],2.0,7
[32 20 40],1.0,4
[34 33 33],1.0,9
[50 49 51],2.0,10
[12 29 32],1.0,6
[11 38 33],2.0,7
[63 31 42],2.0,3
[24 29 40],1.0,4
[52 58 38],2.0,10
[10 30 23],2.0,7
[26 25 37],1.0,4
[48 37 49],2.0,3
[36 48 56],1.0,1
[25 21 46],1.0,6
[39 44 41],2.0,3
[56 50 35],1.0,10
[25 32 38],1.0,6
[39 43 25],1.0,5
[74 35 50],2.0,3
[34 14 28],2.0,8
[41 39 51],1.0,1
[49 38 29],1.0,5
[33 42 36],2.0,1
[54 34 27],1.0,9
[17 42 35],2.0,7
[62 35 40],2.0,3
[28 22 39],1.0,4
[20 26 43],1.0,6
[51 52 39],2.0,10
[73 31 51],2.0,3
[47 48 31],1.0,10
[40 63 41],2.0,10
[22 40 39],1.0,7
[40 25 22],1.0,5
[15 33 28],2.0,7
[16 17  7],1.0,0
[49 52 39],1.0,5
[51 44 48],2.0,10
[48 38 36],1.0,8
[46 52 45],2.0,1
[43 31 36],2.0,5
[53 28 36],2.0,9
[47 54 35],1.0,5
[50 47 52],2.0,10
[65 71 40],1.0,3
[28 51 29],2.0,7
[72 39 45],2.0,3
[46 40 42],2.0,3
[10 29 27],2.0,7
[46 60 53],2.0,10
[31 47 56],1.0,1
[30 39 36],1.0,9
[31 19 41],1.0,4
[11 21 42],1.0,6
[28 39 18],2.0,7
[35 51 28],2.0,8
[25 19 34],1.0,6
[78 35 33],1.0,3
[48 44 50],2.0,10
[48 44 31],1.0,9
[14 39 32],2.0,7
[22 29 37],1.0,4
[13 39 33],1.0,6
[50 53 40],2.0,10
[59 37 42],2.0,3
[48 24 39],2.0,5
[42 53 26],1.0,10
[17 38 41],1.0,6
[35 42 49],2.0,1
[10 27 29],2.0,7
[34 46 42],2.0,10
[23 27 28],2.0,7
[43 39 49],1.0,1
[15 20  2],1.0,0
[27 48 24],2.0,7
[ 2 47 45],1.0,6
[35 14 28],2.0,8
[39 55 56],1.0,1
[37 40 31],1.0,9
[30 30 30],2.0,4
[58 80 53],1.0,3
[64 33 40],2.0,3
[22 29 40],1.0,4
[45 42 38],2.0,3
[53 39 46],2.0,3
[49 28 22],1.0,5
[ 7 31 28],2.0,7
[41 53 29],1.0,10
[32 42 46],1.0,6
[29 35 34],2.0,4
[27 43 48],1.0,1
[34 48 27],1.0,9
[36 47 42],2.0,1
[50 39 60],1.0,3
[26 39 27],2.0,7
[12 29 29],2.0,7
[46 54 32],1.0,5
[14 42 37],2.0,7
[25 46 36],2.0,1
[50 35 41],2.0,3
[51 30 20],1.0,5
[44 17 39],1.0,8
[47 40 41],2.0,3
[28 49 24],2.0,7
[14 41 39],1.0,6
[45 61 52],2.0,10
[35 41 27],1.0,9
[39 17 44],2.0,2
[61 30 45],2.0,3
[47 29 28],1.0,5
[37 50 27],1.0,9
[37 45 43],2.0,10
[71 25 29],1.0,3
[19 35 26],2.0,7
[40 39 46],2.0,3
[26 43 47],1.0,1
[43 36 28],1.0,5
[36 26 20],1.0,8
[19 47 32],2.0,7
[48 21 53],1.0,9
[30 29 34],2.0,4
[29 52 27],2.0,7
[26 34 27],1.0,6
[64 41 30],1.0,3
[37 50 28],2.0,8
[34 41 34],1.0,10
[74 38 38],2.0,3
[20 16 15],1.0,0
[23 43 29],2.0,7
[52 53 36],1.0,5
[42 32 24],2.0,8
[28 39 38],2.0,5
[49 41 60],1.0,3
[22 33 25],2.0,4
[30 44 57],1.0,1
[15 24  6],1.0,0
[26 18 35],2.0,8
[76 39 37],1.0,3
[61 31 39],2.0,9
[51 42 32],1.0,3
[57 41 44],2.0,10
[41 31 32],2.0,5
[54 42 50],2.0,3
[38 62 37],2.0,10
[21 42 43],1.0,6
[34 27 31],2.0,4
[57 48 29],1.0,10
[33 42 28],1.0,9
[22 26 38],1.0,7
[44 37 44],2.0,3
[36 37 33],1.0,9
[40 32 34],2.0,5
[40 36 35],2.0,5
[51 38 31],1.0,5
[30 14 27],1.0,8
[29 28 34],2.0,4
[15 37 16],2.0,7
[39 13 32],1.0,2
[37 24 32],2.0,5
[72 33 30],1.0,3
[31 24 32],2.0,4
[41 27 38],2.0,5
[50 47 31],1.0,10
[55 42 34],1.0,3
[31 34 29],2.0,4
[47 77 38],1.0,3
[19 39 24],2.0,7
[55 44 30],1.0,10
[33 43 41],2.0,10
[53 37 37],2.0,3
[28 41 39],1.0,7
[45 25 26],2.0,8
[43 50 57],1.0,1
[33 40 35],1.0,10
[30 49 27],1.0,5
[73 39 40],2.0,3
[40 58 41],2.0,10
[27 51 31],1.0,7
[60 46 27],1.0,10
[40 47 58],1.0,1
[19 25 44],1.0,6
[74 42 36],1.0,3
[37 50 48],2.0,1
[49 35 47],2.0,3
[44 20 47],2.0,2
[31 32 35],1.0,7
[21 47 34],1.0,8
[36 17 38],2.0,2
[39 51 42],2.0,10
[21 45 38],1.0,6
[44 59 53],2.0,10
[43 59 45],2.0,1
[40 44 29],1.0,7
[ 8 29 33],1.0,7
[12 43 30],2.0,7
[55 41 39],2.0,3
[40 41 51],1.0,1
[13 18  1],1.0,0
[46 39 56],1.0,3
[23 25 29],1.0,7
[37 18 44],2.0,2
[29 37 35],2.0,5
[52 52 32],1.0,5
[ 7 40 24],2.0,6
[27 51 33],1.0,8
[31 44 42],2.0,1
[48 29 35],2.0,5
[52 50 30],1.0,10
[63 30 46],2.0,3
[49 39 30],1.0,10
[41 32 29],1.0,5
[43 46 34],1.0,3
[43 42 37],2.0,10
[74 52 34],1.0,3
[44 57 35],2.0,10
[33 34 26],2.0,7
[33 41 49],2.0,1
[35 51 56],1.0,1
[54 35 38],2.0,3
[44 45 32],2.0,10
[52 30 26],1.0,5
[11 26 43],1.0,6
[18 27 43],1.0,6
[48 37 33],2.0,10
[26 49 31],2.0,8
[47 39 26],1.0,5
[38 20 43],2.0,2
[79 37 33],1.0,3
[72 32 49],2.0,3
[28 21 36],1.0,4
[32 41 25],1.0,5
[69 34 52],2.0,3
[48 49 30],1.0,10
[40 59 52],2.0,10
[20 41 39],1.0,7
[59 41 55],1.0,3
[34 40 49],2.0,1
[49 44 32],2.0,10
[49 42 32],1.0,3
[19 28 43],1.0,6
[36 52 34],1.0,10
[43 50 33],2.0,1
[54 34 28],1.0,9
[60 56 37],1.0,10
[42 21 32],2.0,5
[35 11 35],1.0,2
[24 22 29],1.0,7
[47 47 27],1.0,3
[24 49 24],2.0,7
[65 33 39],2.0,9
[54 42 48],2.0,3
[17 30 36],1.0,7
[45 37 43],2.0,3
[43 44 54],1.0,1
[63 39 45],2.0,3
[44 37 26],1.0,5
[44 37 42],2.0,10
[47 36 38],2.0,5
[67 31 32],1.0,9
[42 56 36],2.0,1
[54 66 47],1.0,3
[46 26 37],2.0,8
[55 79 42],1.0,3
[53 46 29],1.0,10
[58 32 36],2.0,3
[18 36 39],1.0,7
[47 26 36],1.0,8
[30 49 26],1.0,5
[60 32 46],2.0,3
[41 43 26],1.0,10
[42 44 27],1.0,5
[57 58 28],1.0,10
[33 42 47],2.0,1
[59 39 42],2.0,3
[54 41 58],1.0,3
[49 30 38],1.0,8
[51 64 51],2.0,10
[43 50 35],2.0,1
[36 41 27],1.0,9
[18 34 42],1.0,6
[48 59 47],2.0,10
[46 35 45],2.0,3
[56 54 26],1.0,10
[37 43 38],1.0,9
[40 40 28],1.0,10
[47 24 32],1.0,8
[37 55 36],2.0,1
[46 31 35],2.0,5
[39 44 57],1.0,1
[70 45 39],1.0,10
[37 38 45],1.0,1
[47 51 39],1.0,5
[42 43 36],2.0,10
[19 39 33],1.0,6
[48 41 46],2.0,10
[32 41 22],2.0,7
[67 32 38],2.0,3
[41 54 36],1.0,5
[42 55 36],1.0,5
[51 38 32],2.0,10
[53 52 34],1.0,5
[48 40 57],1.0,3
[15 46 37],1.0,6
[49 55 32],1.0,1
[51 27 25],1.0,5
[48 66 56],1.0,3
[49 58 40],2.0,10
[27 45 35],2.0,1
[29 18 33],2.0,8
[42 57 29],1.0,10
[32 34 35],1.0,4
[36 39 29],1.0,9
[40 50 33],1.0,8
[71 25 42],2.0,3
[21 47 39],1.0,6
[35 23 25],2.0,4
[41 62 40],2.0,10
[40 31 22],1.0,8
[58 68 32],1.0,3
[45 45 38],1.0,5
[14 32 16],2.0,7
[23 13 32],1.0,8
[78 36 36],2.0,3
[54 47 45],1.0,9
[61 50 31],1.0,10
[61 47 33],1.0,9
[54 44 35],1.0,3
[58 24 34],1.0,2
[12 27 28],2.0,7
[55 50 47],1.0,9
[49 39 42],2.0,3
[47 32 37],2.0,5
[55 26 34],2.0,5
[24 32 34],1.0,6
[53 43 47],2.0,3
[15 21 45],1.0,6
[39 41 34],1.0,4
[23 37 15],2.0,7
[25 23 33],2.0,8
[52 48 35],1.0,5
[40 50 30],2.0,1
[34 52 38],1.0,9
[49 35 24],1.0,5
[51 52 36],1.0,5
[43 39 37],2.0,8
[18 42 25],2.0,6
[81 29 47],1.0,3
[46 37 39],2.0,5
[17 32 29],2.0,7
[30 47 39],1.0,9
[41 56 33],1.0,5
[36 45 21],1.0,8
[29 47 50],2.0,1
[33 42 39],2.0,10
[29 40 38],2.0,5
[21 23 28],1.0,7
[69 75 40],1.0,3
[30 50 28],2.0,7
[41 50 53],2.0,10
[58 39 39],2.0,3
[34 24 25],2.0,4
[38 42 27],1.0,2
[55 45 51],2.0,10
[28 22 40],1.0,6
[10 40 28],1.0,6
[59 52 49],1.0,3
[25 25 35],1.0,4
[58 37 43],2.0,3
[62 29 48],2.0,3
[46 52 31],1.0,10
[58 50 36],1.0,3
[36 26 32],2.0,5
[49 25 37],2.0,5
[21 27 30],2.0,7
[ 9 49 31],1.0,6
[64 30 36],2.0,3
[44 66 51],1.0,10
[31 15 29],2.0,8
[66 31 31],1.0,9
[22 32 31],2.0,7
[48 76 49],1.0,3
[76 41 42],2.0,3
[63 38 38],2.0,9
[14 51 20],2.0,7
[21 49 35],1.0,7
[69 72 43],1.0,3
[18 37 34],2.0,7
[45 49 27],1.0,5
[49 64 32],1.0,10
[31 42 29],2.0,7
[50 39 37],2.0,3
[31 23 26],2.0,4
[31 33 32],1.0,7
[26 51 35],1.0,8
[21 47 37],1.0,6
[23 42 28],2.0,4
[72 45 39],1.0,10
[73 28 36],2.0,3
[35 33 31],1.0,7
[14 34 20],2.0,7
[47 74 41],1.0,3
[19 37 24],2.0,7
[70 34 51],2.0,3
[32 42 38],1.0,7
[36 25 33],1.0,7
[18 25  2],1.0,0
[49 58 30],1.0,10
[11 20 30],1.0,6
[24 40 40],1.0,4
[ 5 27 41],1.0,6
[50 36 48],2.0,3
[44 40 18],1.0,5
[54 31 34],1.0,2
[53 75 49],1.0,3
[50 41 44],2.0,10
[19 37 38],1.0,6
[76 38 50],1.0,3
[82 27 42],1.0,3
[35 32 46],1.0,9
[18 25 20],1.0,7
[43 49 37],2.0,10
[57 46 28],1.0,2
[17 40 23],2.0,7
[13 28 29],2.0,7
[47 38 59],1.0,3
[49 48 38],1.0,5
[58 50 37],1.0,10
[44 33 17],1.0,5
[59 35 38],2.0,3
[39 25 25],2.0,8
[47 57 49],1.0,1
[37 50 31],1.0,8
[21 48 37],1.0,6
[33 50 39],1.0,8
[58 47 28],1.0,2
[44 43 31],1.0,3
[ 7 29 26],2.0,7
[38 47 41],2.0,10
[44 40 54],1.0,1
[53 64 32],1.0,10
[61 33 45],1.0,9
[46 45 31],1.0,3
[39 39 34],1.0,2
[25 53 28],2.0,7
[28 38 35],1.0,4
[50 56 38],2.0,10
[26 31 18],2.0,7
[63 37 40],2.0,3
[22 45 32],1.0,6
[48 40 32],1.0,3
[37 42 30],1.0,10
[76 28 49],2.0,3
[13 22 47],1.0,6
[17 45 39],1.0,6
[31 45 35],1.0,9
[32 47 36],2.0,8
[11 41 38],1.0,7
[71 28 51],2.0,3
[59 34 50],1.0,9
[43 16 28],1.0,8
[59 29 41],2.0,3
[25 43 24],2.0,4
[12 44 38],1.0,7
[34 43 19],1.0,5
[12 36 28],2.0,7
[37 45 50],2.0,10
[15 29 44],1.0,6
[55 40 48],2.0,10
[77 40 34],1.0,3
[29 41 39],1.0,9
[77 31 51],2.0,3
[61 29 49],2.0,3
[50 44 29],1.0,5
[15 23  4],1.0,0
[25 37 19],2.0,7
[ 8 38 23],1.0,6
[40 34 30],2.0,8
[18 38 33],1.0,6
[22 31 25],2.0,7
[48 34 33],2.0,5
[42 52 29],1.0,10
[38 38 31],1.0,7
[43 52 36],2.0,1
[60 48 34],1.0,3
[30 40 29],2.0,7
[41 48 26],1.0,10
[29 21 21],1.0,8
[10 45 43],1.0,6
[23 32 30],2.0,4
[49 26 41],1.0,9
[13 32 35],1.0,6
[41 43 45],2.0,1
[29 42 54],1.0,1
[21 52 29],2.0,7
[24 22 35],1.0,4
[35 23 40],2.0,2
[46 22 33],2.0,5
[60 48 43],1.0,10
[31 34 27],2.0,4
[65 37 47],2.0,3
[40 40 31],1.0,10
[37 46 30],1.0,9
[50 50 28],1.0,5
[34 45 29],1.0,9
[27 35 45],1.0,6
[47 39 25],1.0,5
[53 51 51],1.0,1
[52 38 40],2.0,3
[48 33 27],1.0,5
[60 34 53],2.0,3
[60 48 37],1.0,10
[33 35 39],2.0,5
[54 49 39],2.0,10
[31 46 28],1.0,5
[48 55 37],2.0,10
[46 27 34],2.0,8
[32 39 37],2.0,5
[21 25 38],1.0,6
[27 40 16],2.0,7
[36 45 48],2.0,10
[62 43 37],1.0,3
[60 51 53],2.0,10
[65 71 47],1.0,3
[22 33 39],1.0,4
[55 37 41],2.0,3
[50 24 38],2.0,5
[40 55 34],1.0,10
[51 37 57],1.0,3
[71 37 43],2.0,3
[31 52 29],2.0,8
[50 51 31],1.0,5
[65 30 40],2.0,9
[46 57 43],2.0,1
[57 34 52],2.0,3
[49 51 27],1.0,5
[56 42 29],1.0,10
[14 37 15],2.0,7
[42 13 39],2.0,2
[40 60 41],2.0,10
[46 54 33],2.0,1
[24 44 15],2.0,7
[82 31 47],1.0,3
[43 48 31],1.0,5
[25 47 34],1.0,8
[47 38 50],2.0,10
[31 40 47],2.0,1
[12 31 28],2.0,7
[ 9 44 27],1.0,6
[73 38 39],2.0,3
[35 41 46],1.0,3
[15 14  8],1.0,0
[39 18 25],2.0,8
[27 22 24],2.0,4
[23 33 32],1.0,6
[35 41 31],1.0,10
[60 32 38],2.0,9
[39 34 33],2.0,5
[47 12 34],2.0,2
[19 42 45],1.0,6
[36 25 31],2.0,4
[25 26 40],1.0,4
[14 19  4],1.0,0
[63 43 50],1.0,10
[50 44 32],1.0,3
[33 42 35],2.0,5
[39 47 33],1.0,3
[47 20 26],1.0,8
[41 51 39],2.0,10
[70 30 32],1.0,3
[37 54 46],2.0,1
[57 32 43],2.0,3
[41 31 22],1.0,8
[51 43 34],1.0,3
[77 38 39],2.0,3
[12 32 29],1.0,6
[61 34 47],2.0,3
[80 26 41],2.0,3
[37 55 57],1.0,1
[29 44 27],1.0,4
[25 53 26],2.0,7
[19 48 38],1.0,7
[77 45 35],1.0,3
[33 38 51],1.0,1
[48 29 37],1.0,9
[64 47 28],1.0,10
[62 39 46],2.0,3
[16 34 28],2.0,7
[37 43 29],1.0,7
[18 37 34],1.0,6
[46 53 33],2.0,10
[20 20 25],1.0,7
[50 51 38],1.0,5
[11 46 23],2.0,6
[40 45 30],1.0,10
[ 6 43 24],2.0,6
[32 27 20],1.0,8
[80 32 48],2.0,3
[18 52 38],1.0,7
[61 39 34],1.0,3
[16 52 24],1.0,7
[21 41 23],2.0,7
[25 49 22],2.0,7
[36 23 41],2.0,2
[46 58 43],2.0,1
[33 41 33],1.0,7
[33 47 31],1.0,5
[30 49 31],1.0,5
[69 36 44],2.0,3
[30 15 29],2.0,8
[45 18 46],2.0,2
[38 60 34],1.0,5
[33 47 28],2.0,7
[73 32 33],1.0,3
[65 33 50],2.0,3
[49 32 20],1.0,5
[23 29 23],2.0,4
[55 59 40],1.0,3
[66 34 37],2.0,3
[50 25 26],1.0,5
[45 56 39],1.0,5
[47 20 43],2.0,2
[30 46 32],1.0,9
[50 42 46],2.0,10
[42 27 24],1.0,5
[26 23 46],1.0,6
[37 58 34],1.0,10
[70 48 45],1.0,10
[57 53 40],1.0,10
[49 72 34],1.0,3
[59 53 33],1.0,9
[39 48 34],1.0,8
[16 29 39],1.0,6
[62 52 45],1.0,10
[29 35 35],2.0,5
[60 49 37],1.0,9
[20 29 33],1.0,4
[54 46 35],1.0,3
[25 37 37],1.0,6
[39 37 43],1.0,9
[63 33 51],2.0,3
[27 28 42],1.0,6
[34 44 39],1.0,4
[31 37 33],2.0,5
[25 25 39],1.0,4
[40 27 40],1.0,1
[47 50 30],1.0,5
[28 50 36],1.0,8
[35 32 45],2.0,10
[58 84 47],1.0,3
[46 40 34],2.0,10
[15 18  7],1.0,0
[12 25 33],1.0,7
[47 44 61],1.0,1
[20 43 16],2.0,7
[18 20 35],1.0,4
[16 38 31],1.0,6
[48 50 44],1.0,3
[71 34 44],2.0,3
[81 28 41],1.0,3
[37 35 35],1.0,7
[51 64 47],1.0,3
[30 42 39],1.0,7
[38 38 52],2.0,10
[36 49 43],2.0,10
[43 33 37],2.0,8
[31 44 21],1.0,8
[44 38 34],2.0,8
[59 50 34],1.0,9
[51 46 40],1.0,3
[31 34 41],1.0,9
[71 45 38],1.0,10
[51 57 36],1.0,5
[17 12 21],2.0,0
[69 24 31],1.0,3
[30 35 32],2.0,4
[80 31 36],2.0,3
[66 30 35],1.0,9
[31 45 21],2.0,7
[25 37 15],2.0,7
[40 46 52],2.0,10
[45 60 32],1.0,5
[40 36 32],1.0,10
[25 46 22],2.0,7
[15 40 34],1.0,6
[62 41 33],1.0,2
[62 45 31],1.0,10
[43 45 46],2.0,10
[29 38 17],2.0,7
[43 50 31],1.0,5
[37 41 59],1.0,1
[47 41 53],2.0,10
[24 31 29],2.0,7
[43 39 41],2.0,3
[41 43 58],1.0,3
[23 16 13],1.0,0
[39 18 27],2.0,8
[58 39 30],1.0,2
[56 32 37],2.0,9
[44 34 41],2.0,3
[56 34 38],2.0,9
[ 6 42 43],1.0,6
[60 59 39],1.0,10
[37 25 36],1.0,4
[43 38 54],1.0,3
[34 34 46],1.0,1
[69 30 32],1.0,3
[19 33 31],2.0,7
[58 34 39],2.0,3
[39 25 21],1.0,8
[40 25 36],1.0,4
[60 71 38],1.0,3
[36 53 60],1.0,1
[46 21 57],1.0,9
[48 33 58],1.0,9
[30 51 58],1.0,1
[34 42 44],1.0,2
[52 43 22],1.0,5
[35 52 36],2.0,1
[58 46 39],1.0,3
[45 74 49],1.0,3
[44 54 35],2.0,10
[30 38 26],1.0,4
[25 22 28],1.0,8
[36 46 45],2.0,10
[48 38 31],1.0,10
[37 48 41],1.0,2
[69 53 26],1.0,3
[19 48 31],2.0,7
[67 30 46],2.0,3
[20 50 39],1.0,7
[28 28 47],1.0,6
[23 13  9],1.0,0
[36 53 27],2.0,7
[46 31 39],1.0,9
[36 50 27],2.0,7
[50 33 20],1.0,5
[55 43 60],1.0,3
[21 11 16],2.0,0
[48 36 42],2.0,3
[60 30 37],2.0,3
[60 42 34],1.0,3
[68 36 39],2.0,3
[44 45 46],2.0,3
[ 9 44 19],2.0,7
[46 54 26],1.0,10
[58 29 46],2.0,3
[54 41 41],2.0,3
[73 27 47],2.0,3
[49 43 32],2.0,10
[37 47 43],1.0,2
[27 46 38],1.0,8
[44 35 23],2.0,8
[23 31 27],2.0,4
[41 31 25],2.0,8
[32 23 24],2.0,4
[27 41 35],1.0,5
[38 55 29],1.0,10
[40 30 31],2.0,5
[21 28 24],2.0,7
[19 30 28],2.0,4
[58 37 34],1.0,2
[63 51 31],1.0,10
[39 32 24],1.0,5
[44 50 52],2.0,10
[31 26 47],1.0,6
[44 44 34],2.0,1
[38 16 37],1.0,8
[16 33 36],2.0,7
[45 63 54],1.0,3
[42 41 25],2.0,8
[13 17  2],1.0,0
[59 68 37],1.0,3
[55 47 45],2.0,10
[66 43 51],1.0,9
[42 34 31],1.0,4
[25 19 27],2.0,4
[40 23 36],2.0,5
[25 47 38],1.0,6
[55 30 54],1.0,3
[42 41 30],1.0,10
[43 33 22],1.0,8
[18 50 39],1.0,7
[20 13 15],1.0,0
[19 41 22],2.0,7
[36 36 27],2.0,7
[47 42 42],1.0,1
[51 32 21],1.0,5
[52 65 41],2.0,10
[20 33 39],1.0,4
[32 32 26],2.0,7
[50 39 43],2.0,3
[45 35 33],1.0,8
[54 26 51],1.0,1
[10 46 36],1.0,7
[45 21 31],2.0,5
[82 28 47],1.0,3
[41 53 35],1.0,3
[52 60 40],2.0,10
[36 50 42],2.0,10
[35 41 33],1.0,4
[29 18 30],2.0,8
[38 57 34],1.0,2
[29 23 25],2.0,4
[41 49 34],1.0,8
[35 38 18],1.0,5
[13 29 24],2.0,7
[18 52 34],1.0,7
[73 33 37],1.0,10
[21 34 23],1.0,6
[51 40 38],2.0,5
[26 36 32],2.0,4
[37 28 43],1.0,9
[42 75 41],1.0,3
[21 40 20],2.0,7
[39 44 28],1.0,10
[36 32 18],1.0,8
[37 44 43],1.0,9
[41 38 50],1.0,1
[36 31 50],1.0,9
[68 32 43],2.0,3
[13 45 37],1.0,6
[21 36 38],1.0,6
[50 29 21],1.0,5
[44 50 27],1.0,3
[61 44 35],1.0,3
[26 22 45],1.0,6
[40 34 49],2.0,10
